codice_scuola,codice_istituto,gestione,denominazione,grado,indirizzo,cap,codice_comune,comune,lon,lat,fonte,codice_edificio,id_bene,osm_id,alunni,stranieri,stranieri_ue,stranieri_nonue,pct_stranieri,percorso_prevalente,quota_percorso,flag
MI1EAE500E,,paritaria,SCUOLA PRIMARIA MONTESSORI BILINGUE,SCUOLA PRIMARIA NON STATALE,VIA PALMIERI 72/4,20141,F205,Milano,9.184775,45.434353,nominatim,,,,80,3,1,2,3.8,,,
MI1ADH500U,,paritaria,ASILO RUDOLF STEINER,SCUOLA INFANZIA NON STATALE,VIA CLERICETTI 45,20133,F205,Milano,9.235106,45.479543,fgb_cognome,,111470,,,,,,,,,
MI1M104005,,paritaria,SCUOLA SECONDARIA DI 1° GR. MADRE BUCCHI,SCUOLA SEC. PRIMO GRADO NON STATALE,VIA PALMI25,20152,F205,Milano,9.098314,45.458513,civico,,,,89,4,1,3,4.5,,,
MI1A067008,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA GHINI8,SCUOLA INFANZIA NON STATALE,VIA GHINI8,20141,F205,Milano,9.193818,45.43771,fgb_cognome,,115867,,,,,,,,,
MI1M09400Q,,paritaria,SCUOLA SECONDARIA DI 1° GR. STEINER RUDOLF,SCUOLA SEC. PRIMO GRADO NON STATALE,V. CLERICETTI 45,20133,F205,Milano,9.235106,45.479543,fgb_cognome,,111470,,76,1,0,1,1.3,,,
MI1A577007,,paritaria,ASILO STEINERIANO GIRO GIRO TONDO,SCUOLA INFANZIA NON STATALE,VIA ANDREA PONTI 16,20143,F205,Milano,9.156237,45.445883,civico,,,,,,,,,,,
MI1E124005,,paritaria,"SCUOLA PRIMARIA ""NUOVA EDUCAZIONE""",SCUOLA PRIMARIA NON STATALE,VIA PACE10,20122,F205,Milano,9.250936,45.477801,fgb_cognome,,111457,,62,1,0,1,1.6,,,
MI1A092001,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA MERLONI2,SCUOLA INFANZIA NON STATALE,VIA MERLONI2,20100,F205,Milano,9.163045,45.52521,fgb_cognome,,124400,,,,,,,,,
MI1A05200E,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA DECORATI14,SCUOLA INFANZIA NON STATALE,VIA DECORATI14,20100,F205,Milano,,,nessuna,,,,,,,,,,,
MI1A260007,,paritaria,SCUOLA DELL'INF. SR. COMPASSIONISTE S.GIULIANA FALCONIERI,SCUOLA INFANZIA NON STATALE,VIA ZAMAGNA18,20148,F205,Milano,9.133868,45.474992,civico,,,,,,,,,,,
MI1A571008,,paritaria,LA GIOCOMOTIVA,SCUOLA INFANZIA NON STATALE,VIA R. BONGHI30,20141,F205,Milano,9.184471,45.440918,civico,,,,,,,,,,,
MI1M05100T,,paritaria,SCUOLA SECONDARIA DI 1° GR. MARCELLINE - QUADRONNO,SCUOLA SEC. PRIMO GRADO NON STATALE,V. QUADRONNO 15,20122,F205,Milano,9.19255,45.45432,civico,,,,58,5,1,4,8.6,,,
MI1A124007,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA RENI1,SCUOLA INFANZIA NON STATALE,VIA RENI1,20100,F205,Milano,9.22598,45.47047,fgb_cognome,,2525510,,,,,,,,,
MI1A09500C,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA MONTEROTONDO10,SCUOLA INFANZIA NON STATALE,VIA MONTEROTONDO10,20100,F205,Milano,,,nessuna,,,,,,,,,,,
MI1A05700N,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA DON GNOCCHI8,SCUOLA INFANZIA NON STATALE,VIA DON GNOCCHI8,20100,F205,Milano,9.1234,45.47364,fgb_cognome,,2518565,,,,,,,,,
MI1M08100N,,paritaria,SCUOLA SECONDARIA DI 1° GR. SUORE ANGELICHE,SCUOLA SEC. PRIMO GRADO NON STATALE,V. BUONARROTI 49,20145,F205,Milano,9.155162,45.472682,civico,,,,130,6,0,6,4.6,,,
MI1A69500D,,paritaria,SCUOLA DELL'INFANZIA LA GIOCOMOTIVA,SCUOLA INFANZIA NON STATALE,VIA C. ZOCCHI 1,20159,F205,Milano,9.198015,45.503206,civico,,,,,,,,,,,
MI1A04200X,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA CLERICETTI20,SCUOLA INFANZIA NON STATALE,VIA CLERICETTI20,20100,F205,Milano,9.236113,45.477085,fgb_cognome,,1220458,,,,,,,,,
MI1E074009,,paritaria,"SCUOLA ELEM.PARIF.""MARIA IMMACOLATA""",SCUOLA PRIMARIA NON STATALE,VIALE SUZZANI 64,20162,F205,Milano,9.199051,45.508423,civico,,,,179,18,0,18,10.1,,,
MI1A117004,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA PORPORA45 ex 43,SCUOLA INFANZIA NON STATALE,VIA PORPORA45,20131,F205,Milano,9.222478,45.486579,civico,,,,,,,,,,,
MI1E01400N,,paritaria,"SCUOLA ELEM.PAR.""A.DA FANO""- COMUNITA'EBRAICA",SCUOLA PRIMARIA NON STATALE,VIA SALLY MAYER 4/6,20146,F205,Milano,,,nessuna,,,,165,7,2,5,4.2,,,
MI1A16000A,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA VAL D'INTELVI11,SCUOLA INFANZIA NON STATALE,VIA VAL D'INTELVI 11,20100,F205,Milano,9.087825,45.45995,fgb_civico,,1220778,,,,,,,,,ambiguo
MI1A02900D,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA CARNIA,SCUOLA INFANZIA NON STATALE,VIA Carnia 22,20132,F205,Milano,,,nessuna,,,,,,,,,,,
MITF105003,,paritaria,ISTITUTO TECNICO INDUSTRIALE PAVONIANO ARTIGIANELLI,SCUOLA SEC. SECONDO GRADO NON STATALE,VIA B. CRESPI 30,20159,F205,Milano,9.185475,45.501621,civico,,,,137,9,0,9,6.6,TECNICO,1,
MIPL15500R,,paritaria,LICEO LINGUISTICO LEOPARDI,SCUOLA SEC. SECONDO GRADO NON STATALE,V.CARROCCIO 9,20123,F205,Milano,9.17298,45.459898,civico,,,,143,8,2,6,5.6,LICEO,1,
MI1A215009,,paritaria,"SCUOLA DELL'INFANZIA ""ORSOLINE DI SAN CARLO""",SCUOLA INFANZIA NON STATALE,VIA LANZONE53,20123,F205,Milano,9.174577,45.461511,civico,,,,,,,,,,,
MI1A10700D,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA PALERMO7/9,SCUOLA INFANZIA NON STATALE,VIA PALERMO7/9,20100,F205,Milano,9.184615,45.474637,osm_plesso,,,way/954601604,,,,,,,,
MI1A025006,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA CABELLA42,SCUOLA INFANZIA NON STATALE,VIA CABELLA42,20100,F205,Milano,9.091989,45.458921,civico,,,,,,,,,,,
MI1A24200N,,paritaria,LA ZOLLA,SCUOLA INFANZIA NON STATALE,VIA GIULIO CARCANO53,20141,F205,Milano,9.185004,45.439447,civico,,,,,,,,,,,
MI1AD4500V,,paritaria,SCUOLA DELL'INFANZIA MONTESSORI BILINGUE,SCUOLA INFANZIA NON STATALE,VIA PALMIERI 72/4,20141,F205,Milano,9.184775,45.434353,nominatim,,,,,,,,,,,
MI1E017005,,paritaria,"SCUOLA ELEM. PAR. ""LA ZOLLA""",SCUOLA PRIMARIA NON STATALE,VIA G. CARCANO 53,20141,F205,Milano,9.185004,45.439447,civico,,,,354,9,4,5,2.5,,,
MI1M09300X,,paritaria,SCUOLA SECONDARIA DI 1° GR. COR JESU,SCUOLA SEC. PRIMO GRADO NON STATALE,V.TEANO 21,20161,F205,Milano,9.161482,45.528166,civico,,,,106,29,0,29,27.4,,,
MI1A075007,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA IMBRIANI21,SCUOLA INFANZIA NON STATALE,VIA IMBRIANI21,20100,F205,Milano,9.16917,45.498308,fgb_cognome,,1660,,,,,,,,,
MI1E123009,,paritaria,SCUOLA PRIMARIA PARITARIA FAES ARGONNE BILINGUE,SCUOLA PRIMARIA NON STATALE,VIA G.A. AMADEO11,20133,F205,Milano,9.231702,45.471077,civico,,,,174,11,3,8,6.3,,,
MIPS4M500V,,paritaria,"LICEO SCIENTIFICO QUADRIENNALE ""COLLEGIO SAN CARLO""",SCUOLA SEC. SECONDO GRADO NON STATALE,CORSO MAGENTA 71,20123,F205,Milano,9.169772,45.465581,civico,,,,15,0,0,0,0,LICEO,1,pochi_alunni
MI1A062005,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA VITERBO.7,SCUOLA INFANZIA NON STATALE,VIA VITERBO 7,20100,F205,Milano,9.11219,45.45662,fgb_civico,,2520998,,,,,,,,,
MI1E02600X,,paritaria,"SCUOLA ELEM. PAR. ""MADRE BUCCHI""",SCUOLA PRIMARIA NON STATALE,VIA PALMI 25,20152,F205,Milano,9.098314,45.458513,civico,,,,113,9,0,9,8,,,
MI1A091005,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA MEMMI10/1,SCUOLA INFANZIA NON STATALE,VIA MEMMI10/1,20100,F205,Milano,,,nessuna,,,,,,,,,,,
MI1A05100P,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA DE NICOLA18,SCUOLA INFANZIA NON STATALE,VIA DE NICOLA18,20100,F205,Milano,9.156209,45.430342,fgb_cognome,,130840,,,,,,,,,
MI1E8P5009,,paritaria,BDC SCHOOL MILANO,SCUOLA PRIMARIA NON STATALE,VIA DEI FONTANILI 3,20141,F205,Milano,9.188878,45.442302,civico,,,,67,12,5,7,17.9,,,
MI1A259003,,paritaria,"SCUOLA DELL'INFANZIA ""ISTITUTO GONZAGA""",SCUOLA INFANZIA NON STATALE,VIA VITRUVIO41,20124,F205,Milano,9.252066,45.444769,fgb_civico,,1225230,,,,,,,,,ambiguo
MI1A202007,,paritaria,"SCUOLA DELL'INFANZIA ""GIOVANNI XXIII""",SCUOLA INFANZIA NON STATALE,VIA DE PREDIS 8,20155,F205,Milano,9.151362,45.497455,civico,,,,,,,,,,,
MI1M085001,,paritaria,SCUOLA SECONDARIA DI 1° GR. S. TOMMASO MORO,SCUOLA SEC. PRIMO GRADO NON STATALE,V. INGANNI 12,20147,F205,Milano,9.127564,45.448013,civico,,,,314,10,1,9,3.2,,,
MIPM0O500U,,paritaria,"LICEO SCIENZE UMANE OPZ. ECONOMICO SOCIALE ""E. FERMI""",SCUOLA SEC. SECONDO GRADO NON STATALE,VIA VITTORIO ALFIERI 12,20154,F205,Milano,9.176066,45.478929,civico,,,,188,8,3,5,4.3,LICEO,1,
MITNUQ500H,,paritaria,"ISTITUTO TECNICO SETT. ECONOMICO IND. TURISMO ""S. FREUD""",SCUOLA SEC. SECONDO GRADO NON STATALE,VIA ACCADEMIA 26 - VIALE FULVIO TESTI 7,20131,F205,Milano,9.228032,45.48654,civico,,,,202,29,3,26,14.4,TECNICO,1,
MI1A58200P,,paritaria,SCUOLA DELL'INFANZIA COMUNALE DI LARGO BIGATTI 2,SCUOLA INFANZIA NON STATALE,LARGO BIGATTI 2,20128,F205,Milano,9.247566,45.515608,civico,,,,,,,,,,,
MI1A041004,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA CIRIE'10,SCUOLA INFANZIA NON STATALE,VIA CIRIE'10,20100,F205,Milano,9.195511,45.510708,osm_plesso,,,way/330279794,,,,,,,,
MI1A02800N,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA CARABELLI8/B,SCUOLA INFANZIA NON STATALE,VIA CARABELLI8/B,20100,F205,Milano,9.22253,45.45048,fgb_cognome,,2522003,,,,,,,,,
MIPL125001,,paritaria,LICEO LINGUISTICO MANZONI CIVICA,SCUOLA SEC. SECONDO GRADO NON STATALE,VIA GRAZIA DELEDDA 11,20127,F205,Milano,9.215939,45.48766,civico,,,,940,53,8,45,5.6,LICEO,1,
MI1M056001,,paritaria,SCUOLA SECONDARIA DI 1° GR. ISTITUTO LEOPARDI,SCUOLA SEC. PRIMO GRADO NON STATALE,VIA ARENA 13,20123,F205,Milano,9.179353,45.455872,civico,,,,105,5,0,5,4.8,,,
MI1A09800X,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA MONTICHIARI7,SCUOLA INFANZIA NON STATALE,VIA MONTICHIARI7,20100,F205,Milano,9.140009,45.485107,osm_plesso,,,way/330816048,,,,,,,,
MI1A23900T,,paritaria,"SCUOLA DELL'INFANZIA ""RATTI WELCHER CLOTILDE""",SCUOLA INFANZIA NON STATALE,P.ZZA S.GIOVANNI7,20151,F205,Milano,9.10001,45.490642,civico,,,,,,,,,,,
MI1A061009,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA FORTIS10,SCUOLA INFANZIA NON STATALE,VIA FORTIS10,20100,F205,Milano,9.19577,45.495891,civico,,,,,,,,,,,
MI1A02400A,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA BRUNACCI8,SCUOLA INFANZIA NON STATALE,VIA BRUNACCI8,20100,F205,Milano,9.178346,45.444578,fgb_cognome,,115861,,,,,,,,,
MI1E061007,,paritaria,REGINA MUNDI,SCUOLA PRIMARIA NON STATALE,VIA BONCOMPAGNI18,20139,F205,Milano,9.226878,45.440083,civico,,,,217,19,3,16,8.8,,,
MITD11500B,,paritaria,ISTITUTO TECNICO COMMERCIALE LEONARDO DA VINCI,SCUOLA SEC. SECONDO GRADO NON STATALE,VIA CAGNOLA 17,20122,F205,Milano,9.172719,45.479224,civico,,,,15,7,2,5,46.7,TECNICO,1,pochi_alunni
MI1AZO500G,,paritaria,CASA DEI BAMBINI SCUOLA MONTESSORI,SCUOLA INFANZIA NON STATALE,PIAZZA SAN GIROLAMO EMILIANI 6,20133,F205,Milano,,,nessuna,,,,,,,,,,,
MI1MVA500E,,paritaria,LA ZOLLA,SCUOLA SEC. PRIMO GRADO NON STATALE,VIA CACCIALEPORI 22,20148,F205,Milano,9.143024,45.469511,civico,,,,204,8,0,8,3.9,,,
MI1E445002,,paritaria,LES GALIPETTES,SCUOLA PRIMARIA NON STATALE,VIA OLGIATI 14,20143,F205,Milano,9.145449,45.440975,civico,,,,262,26,6,20,9.9,,,
MI1A20000G,,paritaria,"SCUOLA DELL'INFANZIA ""FRANCESCO TOSELLI""",SCUOLA INFANZIA NON STATALE,VIA CUORE IMMACOLATO MARIA7,20141,F205,Milano,9.197138,45.436472,civico,,,,,,,,,,,
MI1A07400B,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA IMBONATI2,SCUOLA INFANZIA NON STATALE,VIA IMBONATI2,20100,F205,Milano,9.185287,45.498547,fgb_cognome,,115806,,,,,,,,,
MI1A11300R,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA PESCARENICO1,SCUOLA INFANZIA NON STATALE,VIA PESCARENICO1,20100,F205,Milano,9.172885,45.433183,osm_plesso,,,way/329280195,,,,,,,,
MI1E07700R,,paritaria,"SCUOLA ELEM.PARIFICATA""RUDOLF STEINER""",SCUOLA PRIMARIA NON STATALE,VIA CLERICETTI 45,20133,F205,Milano,9.235106,45.479543,fgb_cognome,,111470,,121,0,0,0,0,,,
MI1M055005,,paritaria,SCUOLA SECONDARIA DI 1° GR. MARCELLINE - TOMMASEO,SCUOLA SEC. PRIMO GRADO NON STATALE,P.ZA TOMMASEO 1,20123,F205,Milano,9.167238,45.469578,civico,,,,150,13,1,12,8.7,,,
MI1A12700P,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA ROVETTA1,SCUOLA INFANZIA NON STATALE,VIA ROVETTA1,20100,F205,Milano,9.22518,45.49882,fgb_cognome,,1220599,,,,,,,,,
MI1M098003,,paritaria,SCUOLA SECONDARIA DI 1° GR. ANDREA MANDELLI,SCUOLA SEC. PRIMO GRADO NON STATALE,VIA BONOMI1,20158,F205,Milano,9.174978,45.501666,fgb_cognome,,124395,,344,9,1,8,2.6,,,
MI1A03100D,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA C.DA CASTELLO10,SCUOLA INFANZIA NON STATALE,VIA CASTELLINO DA CASTELLO10,20100,F205,Milano,9.157984,45.497369,fgb_civico,,5714,,,,,,,,,
MI1E12600R,,paritaria,SCUOLA PRIMARIA ISTITUTO LEONE XIII,SCUOLA PRIMARIA NON STATALE,VIA LEONE XIII12,20145,F205,Milano,,,nessuna,,,,420,18,2,16,4.3,,,
MI1A097004,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA MONTEVERDI6,SCUOLA INFANZIA NON STATALE,VIA MONTEVERDI6,20100,F205,Milano,9.214989,45.481788,civico,,,,,,,,,,,
MI1M084005,,paritaria,SCUOLA SECONDARIA DI 1° GR. S. ANGELA MERICI,SCUOLA SEC. PRIMO GRADO NON STATALE,V. VESPRI SICILIANI 55,20146,F205,Milano,9.146428,45.451725,civico,,,,101,9,0,9,8.9,,,
MI1E016009,,paritaria,"SCUOLA ELEM.PAR.""ISTITUTO LEOPARDI""",SCUOLA PRIMARIA NON STATALE,VIA ARENA 13,20123,F205,Milano,9.179353,45.455872,civico,,,,147,3,0,3,2,,,
MI1E140003,,paritaria,ST LOUIS SCHOOL,SCUOLA PRIMARIA NON STATALE,VIA CAVIGLIA1,20139,F205,Milano,9.229897,45.444093,civico,,,,160,7,0,7,4.4,,,
MI1MT3500U,,paritaria,DON BOSCO VILLAGE SCHOOL,SCUOLA SEC. PRIMO GRADO NON STATALE,VIA MAC MAHON 92,20155,F205,Milano,9.158091,45.494021,nominatim,,,,168,7,0,7,4.2,,,
MI1A08100E,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA LORENTEGGIO6,SCUOLA INFANZIA NON STATALE,VIA LORENTEGGIO6,20100,F205,Milano,9.149981,45.455361,osm_plesso,,,way/437523861,,,,,,,,
MI1E06000B,,paritaria,"SCUOLA PRIMARIA ""PREZIOSISSIMO SANGUE""",SCUOLA PRIMARIA NON STATALE,VIA RICCARDI 5,20132,F205,Milano,9.238972,45.501436,civico,,,,180,40,3,37,22.2,,,
MI1A162002,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA VALDAGNO10,SCUOLA INFANZIA NON STATALE,VIA VALDAGNO10,20100,F205,Milano,9.11191,45.46171,fgb_civico,,2518574,,,,,,,,,
MI1E088007,,paritaria,"SCUOLA ELEM.PAR.""MARIA AUSILIATRICE""",SCUOLA PRIMARIA NON STATALE,VIA BONVESIN DE LA RIVA 12,20129,F205,Milano,9.212164,45.463677,civico,,,,169,19,2,17,11.2,,,
MITN535006,,paritaria,ISTITUTO TECNICO ECONOMICO TURISMO QUADRIENNALE MARCELLINE,SCUOLA SEC. SECONDO GRADO NON STATALE,PIAZZA TOMMASEO 1,20123,F205,Milano,9.167238,45.469578,civico,,,,32,8,1,7,25,TECNICO,1,
MI1AZ3500I,,paritaria,BDC SCHOOL MILANO,SCUOLA INFANZIA NON STATALE,VIA DEI FONTANILI 3,20141,F205,Milano,9.188878,45.442302,civico,,,,,,,,,,,
MI1MV25008,,paritaria,SCUOLA ANDERSEN,SCUOLA SEC. PRIMO GRADO NON STATALE,VIA DON CARLO SAN MARTINO 8,20133,F205,Milano,9.235259,45.467847,civico,,,,132,4,1,3,3,,,
MI1E125001,,paritaria,SCUOLA PRIMARIA ZACCARIA,SCUOLA PRIMARIA NON STATALE,VIA DELLA COMMENDA 5,20122,F205,Milano,9.198861,45.459177,civico,,,,237,1,0,1,0.4,,,
MI1A06400R,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA GABBRO4,SCUOLA INFANZIA NON STATALE,VIA GABBRO4,20162,F205,Milano,9.15976,45.51506,fgb_civico,,2518300,,,,,,,,,
MI1M097007,,paritaria,SCUOLA SECONDARIA DI 1° GR. LIBERA SCUOLA RUDOLF STEINER,SCUOLA SEC. PRIMO GRADO NON STATALE,V. T. PINI 1,20134,F205,Milano,9.24083,45.48473,fgb_cognome,,2523737,,49,2,1,1,4.1,,,
MI1A125003,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA RENI11,SCUOLA INFANZIA NON STATALE,VIA RENI11,20100,F205,Milano,9.22594,45.47156,fgb_cognome,,2521931,,,,,,,,,
MI1M04600A,,paritaria,SCUOLA SECONDARIA DI 1° GR. FAES MONFORTE,SCUOLA SEC. PRIMO GRADO NON STATALE,VIA G.A. AMADEO 11,20133,F205,Milano,9.231702,45.471077,civico,,,,123,3,0,3,2.4,,,
MI1A054006,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA DEL VOLGA7,SCUOLA INFANZIA NON STATALE,VIA DEL VOLGA7,20100,F205,Milano,9.17233,45.52564,fgb_civico,,2518287,,,,,,,,,
MI1A01500G,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA BARZILAI8,SCUOLA INFANZIA NON STATALE,VIA BARZILAI8,20100,F205,Milano,9.140225,45.452568,osm_plesso,,,way/693577443,,,,,,,,
MI1E076001,,paritaria,"SCUOLA ELEM.PARIF.""G.ROSSELLO""",SCUOLA PRIMARIA NON STATALE,VIA C.GOLDONI 68,20129,F205,Milano,9.220408,45.469242,civico,,,,120,6,2,4,5,,,
MI1A210006,,paritaria,"SCUOLA DELL'INFANZIA ""G.ROSSELLO""",SCUOLA INFANZIA NON STATALE,VIA GOLDONI 68,20129,F205,Milano,9.220408,45.469242,civico,,,,,,,,,,,
MI1A03000N,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA CARNOVALI18,SCUOLA INFANZIA NON STATALE,VIA CARNOVALI18,20100,F205,Milano,9.2301,45.51331,fgb_cognome,,2523554,,,,,,,,,
MI1A088009,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA MASSAUA15,SCUOLA INFANZIA NON STATALE,VIA MASSAUA15,20100,F205,Milano,9.147407,45.4605,civico,,,,,,,,,,,
MI1A08000P,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA LOPE DE VEGA,SCUOLA INFANZIA NON STATALE,VIA LOPE DE VEGA,20100,F205,Milano,,,nessuna,,,,,,,,,,,
MI1A161006,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA VAL LAGARINA26/A,SCUOLA INFANZIA NON STATALE,VIA VAL LAGARINA26/A,20156,F205,Milano,9.13195,45.52029,fgb_civico,,2518481,,,,,,,,,
MI1E137007,,paritaria,SCUOLA PRIMARIA LE JOSEF TEHILLOT,SCUOLA PRIMARIA NON STATALE,VIA WASHINGTON 21,20146,F205,Milano,,,nessuna,,,,38,7,0,7,18.4,,,
MI1A112001,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA PERGOLESI17,SCUOLA INFANZIA NON STATALE,VIA PERGOLESI17,20100,F205,Milano,9.211291,45.484389,civico,,,,,,,,,,,
MI1E08700B,,paritaria,"SCUOLA PRIMARIA ""ISTITUTO GONZAGA""",SCUOLA PRIMARIA NON STATALE,VIA VITRUVIO 41,20124,F205,Milano,9.252066,45.444769,fgb_civico,,1225230,,361,14,0,14,3.9,,,ambiguo
MI1A13500N,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA SAN GIACOMO3,SCUOLA INFANZIA NON STATALE,VIA SAN GIACOMO3,20100,F205,Milano,9.17317,45.42875,fgb_civico,,2523749,,,,,,,,,
MI1E00200B,,paritaria,"SCUOLA ELEM.PAR.""A.RICCI""",SCUOLA PRIMARIA NON STATALE,VIA CAMILLO SBARBARO11,20161,F205,Milano,9.182186,45.517175,civico,,,,95,4,0,4,4.2,,,
MIPC04500B,,paritaria,LICEO CLASSICO DE AMICIS,SCUOLA SEC. SECONDO GRADO NON STATALE,VIA LAMARMORA34,20122,F205,Milano,9.201645,45.456842,civico,,,,142,1,0,1,0.7,LICEO,1,
MI1A063001,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA FORZE ARMATE59,SCUOLA INFANZIA NON STATALE,VIA FORZE ARMATE59,20110,F205,Milano,9.131406,45.46261,fgb_cognome,,2793,,,,,,,,,
MI1E06600A,,paritaria,"SCUOLA ELEM.PAR.""MARIA CONSOLATRICE""",SCUOLA PRIMARIA NON STATALE,VIA M. GIOIA51,20124,F205,Milano,9.198421,45.487614,civico,,,,254,15,2,13,5.9,,,
MIPS175007,,paritaria,LICEO SCIENTIFICO COLLEGIO S. CARLO,SCUOLA SEC. SECONDO GRADO NON STATALE,C.O MAGENTA 71,20123,F205,Milano,9.169772,45.465581,civico,,,,184,5,0,5,2.7,LICEO,1,
MI1A04800V,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA CRESCENZAGO47,SCUOLA INFANZIA NON STATALE,VIA CRESCENZAGO47,20100,F205,Milano,9.24153,45.48989,fgb_civico,,2522005,,,,,,,,,
MITDOT5002,,paritaria,"ISTITUTO TECNICO ECONOMICO MULTIMEDIALE ""DE AMICIS""",SCUOLA SEC. SECONDO GRADO NON STATALE,VIA A. LAMARMORA 34,20122,F205,Milano,9.201645,45.456842,civico,,,,49,1,1,0,2,TECNICO,1,
MI1A11500C,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA PINI2,SCUOLA INFANZIA NON STATALE,VIA PINI2,20100,F205,Milano,9.241293,45.484667,fgb_cognome,,1220621,,,,,,,,,
MI1A05300A,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA DEI CROLLALANZA15,SCUOLA INFANZIA NON STATALE,VIA CROLLALANZA15,20100,F205,Milano,9.16724,45.44552,fgb_cognome,,2518215,,,,,,,,,
MI1A01400Q,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA BARRILI27,SCUOLA INFANZIA NON STATALE,VIA BARRILI27,20100,F205,Milano,9.179848,45.434019,civico,,,,,,,,,,,
MI1A03700C,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA CESENATICO6,SCUOLA INFANZIA NON STATALE,VIA CESENATICO6,20100,F205,Milano,9.13593,45.48412,fgb_civico,,1223416,,,,,,,,,
MI1A17600X,,paritaria,"SCUOLA DELL'INFANZIA ""IMMACOLATA MARIUCCIA PROVERBIO""",SCUOLA INFANZIA NON STATALE,VIA P. ARCANGELI 4,20153,F205,Milano,9.111956,45.475287,civico,,,,,,,,,,,
MIPSRF5008,,paritaria,LEONARDO DA VINCI,SCUOLA SEC. SECONDO GRADO NON STATALE,VIA CAGNOLA 17,20154,F205,Milano,9.172719,45.479224,civico,,,,20,3,0,3,15,LICEO,1,
MI1A08600N,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA MARTINENGO34/2,SCUOLA INFANZIA NON STATALE,VIA MARTINENGO34/2,20100,F205,Milano,,,nessuna,,,,,,,,,,,
MI1E14200P,,paritaria,SCUOLA PRIMARIA PAR. FONDAZIONE SACRO CUORE,SCUOLA PRIMARIA NON STATALE,VIA ROMBON 78,20134,F205,Milano,9.252831,45.486852,nominatim,,,,261,5,0,5,1.9,,,
MI1A25400X,,paritaria,"SCUOLA DELL'INFANZIA ""GIULIO SALVADORI""",SCUOLA INFANZIA NON STATALE,TONEZZA 13,20147,F205,Milano,9.130612,45.461689,civico,,,,,,,,,,,
MI1A083006,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA T.MANN9,SCUOLA INFANZIA NON STATALE,VIA THOMAS MANN9,20100,F205,Milano,,,nessuna,,,,,,,,,,,
MI1A02100V,,paritaria,SCUOLA DELL'INFANZIA COMUNALE VIA BORSA6,SCUOLA INFANZIA NON STATALE,VIA BORSA6,20100,F205,Milano,9.10553,45.49976,fgb_cognome,,2518567,,,,,,,,,
MIPSIG500R,,paritaria,"LICEO SCIENTIFICO AD INDIRIZZO SPORTIVO ""LEOPOLDO MARANGONI""",SCUOLA SEC. SECONDO GRADO NON STATALE,VIA LAMARMORA 34,20122,F205,Milano,9.201645,45.456842,civico,,,,237,5,1,4,2.1,LICEO,1,
